CountyName,RecType,"Region-2
County-3
District-4",Type,School,FacilityName,Administrator,Mailing Address,Delivery Address,City,Zip,Telephone,GradeServed,State House District,StSen,FedCong,Cat,NCES ID
Clinton,Sch,130140570,02,2001,Bartelso Elem School,Mr. Tom Siegler,PO Box 267,306 S Washington St,Bartelso,62218 0267,618765-2164,P-8,108,54,15,4,170516000198
Clinton,Dist,130140600,02,0000,Germantown SD 60,Mrs. Robin M Becker,PO Box 400,401 Walnut St,Germantown,62245 0400,618523-4253,P-8,108,54,15,2,1716530
Clinton,Sch,130140600,02,2001,Germantown Elem School,Mrs. Robin Becker,PO Box 400,401 Walnut St,Germantown,62245 0400,618523-4253,P-8,108,54,15,4,171653001962
Clinton,Dist,130140620,02,0000,Damiansville SD 62,Mr. Dustin Nail,101 E Main St,,Damiansville,62215 1303,618248-5188,P-8,108,54,15,2,1711730
Clinton,Sch,130140620,02,2001,Damiansville Elem School,Mr. Dustin Nail,101 E Main St,,Damiansville,62215 1303,618248-5188,P-8,108,54,15,4,171173001379
Clinton,Dist,130140630,02,0000,Albers SD 63,Mike Toeben,PO Box 104,206 N Broadway,Albers,62215 0104,618248-5146,P-8,108,54,15,2,1703270
Clinton,Sch,130140630,02,2001,Albers Elem School,Michael Toeben,PO Box 104,206 N Broadway,Albers,62215 0104,618248-5146,P-8,108,54,15,4,170327000015
Clinton,Dist,130140710,16,0000,Central CHSD 71,Dr. Dustin Foutch,7740 Old US Highway 50,,Breese,62230 3822,618526-4510,9-12,108,54,15,2,1704770
Clinton,Sch,130140710,16,0001,Central Comm High School,Mr. Ryan Ketchum,7740 Old US Highway 50,,Breese,62230 3822,618526-4578,9-12,108,54,15,4,170477000176
Clinton,Dist,130141415,02,0000,St Rose SD 14-15,Dr. Erick R Baer,18004 Saint Rose Rd,,Breese,62230 2578,618526-7484,P-8,107,54,15,2,1737470
Clinton,Sch,130141415,02,2001,St Rose Elem School,Dr. Erick R Baer,18004 Saint Rose Rd,,Breese,62230 2578,618526-7484,P-8,107,54,15,4,173747003876
Clinton,Dist,130141860,02,0000,North Wamac SD 186,Mr. Brad E Morris,1500 Case St,,Centralia,62801 5050,618532-1826,K-8,108,54,15,2,1740680
Clinton,Sch,130141860,02,2001,North Wamac Grade School,Mr. Brad E Morris,1500 Case St,,Centralia,62801 5050,618532-1826,K-8,108,54,15,4,174068004088
Jefferson,Dist,130410010,26,0000,Waltonville CUSD 1,Dr. Melanie Brink,804 W Knob St,,Waltonville,62894 2812,618279-7211,P-12,115,58,12,2,1740650
Jefferson,Sch,130410010,26,0001,Waltonville High School,Dr. Melanie Kay Brink,804 W Knob St,,Waltonville,62894 2812,618279-7211,9-12,115,58,12,4,174065004087
Jefferson,Sch,130410010,26,2002,Waltonville Grade School,Mrs. Misty Johannes,802 W Knob St,,Waltonville,62894 2812,618279-7221,P-8,115,58,12,4,174065004086
Jefferson,Dist,130410020,04,0000,Rome CCSD 2,Mr. Stephen Phillips,233 W South St,,Dix,62830 1403,618266-7214,P-8,115,58,12,2,1734590
Jefferson,Sch,130410020,04,2001,Rome Comm Cons Elem School,Mrs. Sarah Mellott,233 W South St,,Dix,62830 1403,618266-7214,P-8,115,58,12,4,173459003625
Jefferson,Dist,130410030,04,0000,Field CCSD 3,Mr. Wayne Stone,21075 N Hails Ln,,Texico,62889 2932,618755-4611,P-8,115,58,12,2,1715090
Jefferson,Sch,130410030,04,2001,Field Elementary School,Ms. Jennifer Arnold,21075 N Hails Ln,,Texico,62889 2932,618755-4611,P-8,115,58,12,4,171509001833
Jefferson,Dist,130410050,04,0000,Opdyke-Belle-Rive CCSD 5,Mr. Mark L Miller,PO Box 189,19380 E 4th St,Opdyke,62872 0189,618756-2492,K-8,115,58,12,2,1705570
Jefferson,Sch,130410050,04,2002,Opdyke-Belle Rive Grade Sch,Mr. Mark Leslie Miller,PO Box 189,19830 E Fourth St,Opdyke,62872 0189,618756-2492,P-8,115,58,12,4,170557005895
Jefferson,Dist,130410060,04,0000,Grand Prairie CCSD 6,Mr. Stuart Parks,21462 N Richview Ln,,Centralia,62801 8520,618249-6289,K-8,115,58,12,2,1717190
Jefferson,Sch,130410060,04,2001,Grand Prairie Elem School,Mr. Stuart Parks,21462 N Richview Ln,,Centralia,62801 8520,618249-6289,K-8,115,58,12,4,171719002022
Jefferson,Dist,130410120,04,0000,McClellan CCSD 12,Mr. Terry Milt,9475 N IL Highway 148,,Mount Vernon,62864 6379,618244-8072,K-8,115,58,12,2,1725260
Jefferson,Sch,130410120,04,2001,McClellan Elementary School,Mrs. Tammy D Beckham,9475 N IL Highway 148,,Mount Vernon,62864 6379,618244-8072,K-8,115,58,12,4,172526002753
Jefferson,Dist,130410790,02,0000,Summersville SD 79,Mr. Michael D Denault,1118 Fairfield Rd,,Mount Vernon,62864 5726,618244-8079,K-8,115,58,12,2,1738190
Jefferson,Sch,130410790,02,2001,Summersville Grade School,Mr. Mike Denault,1118 Fairfield Rd,,Mount Vernon,62864 5726,618244-8079,P-8,115,58,12,4,173819003908
Jefferson,Dist,130410800,02,0000,Mount Vernon SD 80,Mrs. Aletta Lawrence,2710 North St,,Mount Vernon,62864 2317,618244-8080,P-8,115,58,12,2,1727340
Jefferson,Sch,130410800,02,1001,Zadok Casey Middle School,Mrs. Mary McGreer,1829 Broadway St,,Mount Vernon,62864 2904,618244-8060,6-8,115,58,12,4,172734002898
Jefferson,Sch,130410800,02,2002,J L Buford Intermediate Ed Ctr,Ms. Michelle Baxter,623 S 34th St,,Mount Vernon,62864 6203,618244-8064,4-5,115,58,12,4,172734002902
Jefferson,Sch,130410800,02,2008,Dr Nick Osborne Primary Center,Mr. Kevin Alvis,401 N 30th St,,Mount Vernon,62864 2355,618244-8068,K-3,115,58,12,4,172734004392
Jefferson,Sch,130410800,02,3002,Dr Andy Hall Early Educ Ctr,Ms. Lori Given,301 S 17th St,,Mount Vernon,62864 4405,618244-8087,P,115,58,12,4,172734004393
Jefferson,Dist,130410820,02,0000,Bethel SD 82,Mr. Craig A Kujawa,1201 Bethel Rd,,Mount Vernon,62864 7231,618244-8095,P-8,115,58,12,2,1706180
Jefferson,Sch,130410820,02,2001,Bethel Grade School,Mr. Craig A Kujawa,1201 Bethel Rd,,Mount Vernon,62864 7231,618244-8095,P-8,115,58,12,4,170618000305
Jefferson,Dist,130410990,04,0000,Farrington CCSD 99,Mrs. Dana Diane Waggoner,20941 E Divide Rd,,Bluford,62814 2402,618755-4414,K-8,115,58,12,2,1714940
Jefferson,Sch,130410990,04,2001,Farrington Elem School,Mrs. Dana Diane Waggoner,20941 E Divide Rd,,Bluford,62814 2402,618755-4414,K-8,115,58,12,4,171494001831
Jefferson,Dist,130411780,04,0000,Spring Garden Community Consolidated School District 178,Ms. Tammy Beckham,14975 E Bakerville Rd,,Mount Vernon,62864 7100,618244-8070,K-8,115,58,12,2,1701419
Jefferson,Sch,130411780,04,2001,Spring Garden Elementary School,Mrs. Tommi Jo Ryan,14975 E Bakerville Rd,,Mount Vernon,62864 7100,618244-8070,K-4,115,58,12,4,170141906359
Jefferson,Sch,130411780,04,2002,Spring Garden Middle School,Mrs. Tommi Jo Ryan,511 S Elm St,511 S Elm St,Ina,62846 1202,618437-5361,5-8,115,58,12,4,170141906371
Jefferson,Dist,130412010,17,0000,Mt Vernon Twp HSD 201,Mrs. Melanie Andrews,11101 N Wells Bypass Rd,,Mount Vernon,62864 6588,618246-1710,9-12,115,58,12,2,1727360
Jefferson,Sch,130412010,17,0001,Mount Vernon High School,Mr. Rowdy Fatheree,11101 N Wells Bypass Rd,,Mount Vernon,62864 6588,618246-1750,9-12,115,58,12,4,172736002904
Jefferson,Dist,130412090,27,0000,Woodlawn Unit School District 209,Mr. Eric Helbig,300 N Central St,,Woodlawn,62898 1136,618735-2631,P-12,115,58,12,2,1701422
Jefferson,Sch,130412090,27,0001,Woodlawn High School,Mr. Eric Helbig,300 N Central St,,Woodlawn,62898 1136,618735-2631,9-12,115,58,12,4,170142206373
Jefferson,Sch,130412090,27,2001,Woodlawn Grade School,Ms. Sandra Kabat,301 S Central St,,Woodlawn,62898 1127,618735-2661,P-8,115,58,12,4,170142206363
Jefferson,Dist,130413180,27,0000,Bluford Unit School District 318,Dr. Shane Gordon,901 6th St,,Bluford,62814 1418,618732-8242,K-12,115,58,12,2,1701417
Jefferson,Sch,130413180,27,0001,Webber High School,Mrs. Nicole Henson,901 6Th St,901 6th St,Bluford,62814 1418,618732-6121,9-12,115,58,12,4,170141706393
Jefferson,Sch,130413180,27,2001,Bluford Grade School,Mrs. Nicole Henson,901 6th St,,Bluford,62814 1418,618732-8242,P-8,115,58,12,4,170141706362
Marion,Dist,130580010,03,0000,Raccoon Cons SD 1,Mrs. Misty Johannes,3601 State Route 161,,Centralia,62801 9621,618532-7329,P-8,107,54,15,2,1733030
Marion,Sch,130580010,03,2001,Raccoon Cons Elem School,Mr. Matt Renaud,3601 State Route 161,,Centralia,62801 9621,618532-7329,P-8,107,54,15,4,173303003433
Marion,Dist,130580020,03,0000,Kell Cons SD 2,John Consolino,207 N Johnson St,,Kell,62853 1637,618822-6234,K-8,107,54,15,2,1720910
Marion,Sch,130580020,03,2001,Kell Grade School,Mr. SaraBeth Ferrell,207 N Johnson St,,Kell,62853 1637,618822-6234,K-8,107,54,15,4,172091002377
Marion,Dist,130580070,04,0000,Iuka CCSD 7,Mr. John D Consolino,405 S Main St,,Iuka,62849 1011,618323-6233,P-8,107,54,15,2,1720250
Marion,Sch,130580070,04,2001,Iuka Comm Cons School,Mr. John D Consolino,405 S Main St,,Iuka,62849 1011,618323-6233,P-8,107,54,15,4,172025002277
Marion,Dist,130580100,04,0000,Selmaville CCSD 10,Mr. Robin Brooks,3185 Selmaville Rd,,Salem,62881 6603,618548-2416,K-8,107,54,15,2,1735770
Marion,Sch,130580100,04,2003,Selmaville Elem School,Mr. Robin E. Brooks,3185 Selmaville Rd,,Salem,62881 6603,618548-2416,K-8,107,54,15,4,173577005019
Marion,Dist,130581000,26,0000,Patoka CUSD 100,David H Rademacher,1220 Kinoka Rd,,Patoka,62875 1300,618432-5440,P-12,107,54,15,2,1730870
Marion,Sch,130581000,26,0002,Patoka Sr High School,Ms. Christine Meng,1220 Kinoka Rd,,Patoka,62875 1300,618432-5440,9-12,107,54,15,4,173087003219
Marion,Sch,130581000,26,1001,Patoka Jr High School,Ms. Christine Meng,1220 Kinoka Rd,,Patoka,62875 1300,618432-5200,7-8,107,54,15,4,173087004788
Marion,Sch,130581000,26,2001,Patoka Elem School,Ms. Christine Meng,1220 Kinoka Rd,,Patoka,62875 1300,618432-5200,P-6,107,54,15,4,173087004787
Marion,Dist,130581110,02,0000,Salem SD 111,Dr. Leslie Foppe,1300 Bobcat Cir,,Salem,62881 4274,618548-7702,P-8,107,54,15,2,1735160
Marion,Sch,130581110,02,2004,Hawthorn Elem School,Mr. Marty Adams,1300 Bobcat Cir,,Salem,62881 4274,618548-7702,K-3,107,54,15,4,173516003679
Marion,Sch,130581110,02,2005,Franklin Park Middle School,Mr. Tyler Lux,1325 N Franklin St,,Salem,62881 4208,618548-7704,"P,4-8",107,54,15,4,173516003680
Marion,Dist,130581330,02,0000,Central City SD 133,Mr. Tim Branon,129 Douglas St,,Centralia,62801 2129,618532-9521,P-8,107,54,15,2,1709180
Marion,Sch,130581330,02,2001,Central City Elem School,Mr. Tim Branon,129 Douglas St,,Centralia,62801 2129,618532-9521,P-8,107,54,15,4,170918000527
Marion,Dist,130581350,02,0000,Centralia SD 135,Craig Clark,400 S Elm St,,Centralia,62801 3910,618532-1907,P-8,107,54,15,2,1709270
Marion,Sch,130581350,02,2006,Jordan Elem School,Mr. Craig Bland,311 Airport Rd,,Centralia,62801 6579,618532-1907,2-3,107,54,15,4,170927000534
Marion,Sch,130581350,02,2007,Centralia Jr High School,Mrs. Kimberly Emrick,900 S Pine St,,Centralia,62801 4850,618532-1907,4-8,107,54,15,4,170927000535
Marion,Sch,130581350,02,2008,Schiller Elem School,Mrs. Amanda Marshall,800 W 4th St,,Centralia,62801 5716,618532-1907,P-1,108,54,15,4,170927000536
Marion,Sch,130581350,02,3001,Centralia Pre-Kindergarten Ctr,Mr. Craig E Clark,422 S Elm St,,Centralia,62801 3910,618532-1907,P,107,54,15,4,170927005585
Marion,Dist,130582000,17,0000,Centralia HSD 200,Chuck Lane,2100 E Calumet St,,Centralia,62801 6511,618532-7391,9-12,107,54,15,2,1709300
Marion,Sch,130582000,17,0001,Centralia High School,Reid Shipley,2100 E Calumet St,,Centralia,62801 6511,618532-7391,9-12,107,54,15,4,170930000538
Marion,Dist,130584010,26,0000,South Central CUD 401,Mr. Kerry Herdes,501 S Madison St,501 S Madison St,Kinmundy,62854 2464,618547-3414,P-12,107,54,15,2,1700114
Marion,Sch,130584010,26,0001,South Central High School,Mr. James VanScyoc,800 W Washington St,,Farina,62838 1218,618245-3363,9-12,107,54,15,4,170011405391
Marion,Sch,130584010,26,1001,South Central Middle School,Mr. Greg Grinestaff,503 S Madison St,503 S Madison St,Kinmundy,62854 2464,618547-7734,6-8,107,54,15,4,170011405392
Marion,Sch,130584010,26,2002,South Central Elementary-Kinmundy,Ms. Sara Rose,810 E 1st St,,Kinmundy,62854 2122,618547-7696,P-5,107,54,15,4,170011405393
Marion,Dist,130585010,26,0000,Sandoval CUSD 501,Mr. Rob Miller,859 W Missouri Ave,,Sandoval,62882 1031,618247-3233,P-12,107,54,15,2,1735310
Marion,Sch,130585010,26,0001,Sandoval Sr High School,Ms. Megan Price,859 W Missouri Ave,,Sandoval,62882 1031,618247-3361,9-12,107,54,15,4,173531003689
Marion,Sch,130585010,26,1002,Sandoval Jr High School,Mrs. Megan Price,859 W Missouri Ave,,Sandoval,62882 1031,618247-3361,7-8,107,54,15,4,173531003688
Marion,Sch,130585010,26,2002,Sandoval Elem School,Mrs. Annie Gray,300 E Perry Ave,,Sandoval,62882 1107,618247-3450,P-6,107,54,15,4,173531004825
Marion,Dist,130586000,16,0000,Salem CHSD 600,Dr. Brad Detering,1200 N Broadway Ave,,Salem,62881 4204,618548-0727,9-12,107,54,15,2,1735190
Marion,Sch,130586000,16,0001,Salem Community High School,Mr. John Boles,1200 N Broadway Ave,,Salem,62881 4204,618548-0727,9-12,107,54,15,4,173519003681
Marion,Dist,130587220,26,0000,Odin PSD 722,Mr. Jeffrey Don Humes,102 S Merritt St,,Odin,62870 1112,618775-8266,P-12,107,54,15,2,1701404
Marion,Sch,130587220,26,0001,Odin Attendance Center 9-12,Mr. Sam Alli,102 S Merritt St,,Odin,62870 1112,618775-8266,9-12,107,54,15,4,170140403080
Marion,Sch,130587220,26,2001,Odin Attendance Center K-8,Mr. Sam Alli,102 S Merritt St,,Odin,62870 1112,618775-8266,P-8,107,54,15,4,170140403079
Washington,Dist,130950010,04,0000,Oakdale CCSD 1,Mr. Charles Peterson,280 E Main St,,Oakdale,62268 3116,618329-5292,K-8,108,54,15,2,1729310
Washington,Sch,130950010,04,2001,Oakdale Grade School,Mr. Charles D Peterson,280 E Main St,,Oakdale,62268 3116,618329-5292,K-8,108,54,15,4,172931003071
Washington,Dist,130950100,26,0000,West Washington Co CUD 10,Mr. Scott E Fuhrhop,PO Box 27,400 S Hanover St,Okawville,62271 0027,618243-2400,K-12,108,54,15,2,1741750
Washington,Sch,130950100,26,0001,Okawville Jr/Sr High School,Mr. Keith Senior,400 S Hanover St,,Okawville,62271 2204,618243-5201,7-12,108,54,15,4,174175004182
Washington,Sch,130950100,26,2003,Okawville Grade School,Mr. Leon Spinka,400 S Hanover St,,Okawville,62271 2204,618243-6157,P-6,108,54,15,4,174175004180
Washington,Dist,130950110,04,0000,Irvington CCSD 11,Mr. Charles David Schulte,PO Box 130,500 Superior,Irvington,62848 0130,618249-6761,K-8,108,54,15,2,1720190
Washington,Sch,130950110,04,2001,Irvington Elem School,Mr. Charles David Schulte,PO Box 130,500 Superior,Irvington,62848 0130,618249-6761,K-8,108,54,15,4,172019002273
Washington,Dist,130950150,04,0000,Ashley CCSD 15,Mr. Brian Hodge,450 N Third St,,Ashley,62808 1259,618485-6611,P-8,115,58,15,2,1704340
Washington,Sch,130950150,04,2001,Ashley Com Consolidated School,Mr. Brian Hodge,450 N Third St,,Ashley,62808 1259,618485-6611,P-8,115,58,15,4,170434000125
Washington,Dist,130950490,04,0000,Nashville CCSD 49,Mr. Michael Brink,750 E Gorman St,,Nashville,62263 2007,618327-3055,P-8,108,54,15,2,1727720
Washington,Sch,130950490,04,2002,Nashville Grade School,Mr. Charles Fairbanks,750 E Gorman St,,Nashville,62263 2007,618327-4304,P-8,108,54,15,4,172772002466
Washington,Dist,130950990,16,0000,Nashville CHSD 99,Mr. Brad R Turner,1300 S Mill St,,Nashville,62263 2083,618327-8286,9-12,108,54,15,2,1727740
Washington,Sch,130950990,16,0001,Nashville Comm High School,Mr. Mark Begando,1300 S Mill St,,Nashville,62263 2083,618327-8286,9-12,108,54,15,4,172774002947
Cook,Dist,150162990,25,0000,City of Chicago SD 299,Dr. Janice K Jackson,42 W Madison St 2nd Flr,,Chicago,60602 4413,773553-2747,P-12,005,03,07,2,1709930
Cook,Sch,150162990,25,0001,Amundsen High School,Anna Pavichevich,5110 N Damen Ave,,Chicago,60625 1317,773534-2320,9-12,013,07,05,4,170993000587
Cook,Sch,150162990,25,0003,Bogan High School,Mrs. Alahrie A Aziz-Sims,3939 W 79th St,,Chicago,60652 2301,773535-2180,9-12,032,16,01,4,170993000626
Cook,Sch,150162990,25,0006,Carver Military Academy HS,Steven E Rouse,13100 S Doty Ave,,Chicago,60827 1597,773535-5250,9-12,034,17,02,4,170993000671
Cook,Sch,150162990,25,0011,Farragut Career Academy HS,Tonya Hammaker,2345 S Christiana Ave,,Chicago,60623 3217,773534-1300,9-12,021,11,04,4,170993000788
Cook,Sch,150162990,25,0012,Fenger Academy High School,Richard C Smith Jr,11220 S Wallace St,,Chicago,60628 4728,773535-5430,9-12,028,14,02,4,170993000792
Cook,Sch,150162990,25,0013,Foreman High School,Mr. Anthony Escamilla,3235 N Leclaire Ave,,Chicago,60641 4290,773534-3400,9-12,039,20,04,4,170993000799
Cook,Sch,150162990,25,0014,Back of The Yards IB HS,Patricia B Brekke,2111 W 47th St,,Chicago,60609 4011,773535-7320,9-12,002,01,04,4,170993006282
Cook,Sch,150162990,25,0015,Gage Park High School,Tamika Ball,5630 S Rockwell St,,Chicago,60629 1030,773535-9230,9-12,001,01,03,4,170993000809
Cook,Sch,150162990,25,0016,Harlan Community Academy HS,Ramona Colette Fannings,9652 S Michigan Ave,,Chicago,60628 1415,773535-5400,9-12,034,17,01,4,170993000851
Cook,Sch,150162990,25,0017,Harper High School,Mrs. Leonetta C Sanders,6520 S Wood St,,Chicago,60636 3002,773535-9150,10-11,006,03,07,4,170993000852
Cook,Sch,150162990,25,0019,Hirsch Metropolitan High School,David Narain,7740 S Ingleside Ave,,Chicago,60619 3207,773535-3100,9-12,005,03,01,4,170993000879
Cook,Sch,150162990,25,0020,Hubbard High School,Angelica Altamirano,6200 S Hamlin Ave,,Chicago,60629 4030,773535-2200,9-12,022,11,03,4,170993000889
Cook,Sch,150162990,25,0021,Hyde Park Academy High School,Antonio Deangelo Ross,6220 S Stony Island Ave,,Chicago,60637 2998,773535-0880,9-12,025,13,01,4,170993000893
Cook,Sch,150162990,25,0022,Thomas Kelly College Preparatory,Raul Magdaleno,4136 S California Ave,,Chicago,60632 1817,773535-4900,9-12,021,11,04,4,170993000920
Cook,Sch,150162990,25,0023,Kelvyn Park High School,Keith Adams,4343 W Wrightwood Ave,,Chicago,60639 2060,773534-4200,7-12,039,20,04,4,170993000923
Cook,Sch,150162990,25,0024,Kennedy High School,George Z Szkapiak,6325 W 56th St,,Chicago,60638 2539,773535-2325,9-12,022,11,03,4,170993000924
Cook,Sch,150162990,25,0025,Kenwood Academy High School,Karen A Calloway,5015 S Blackstone Ave,,Chicago,60615 3086,773535-1350,7-12,025,13,01,4,170993000925
Cook,Sch,150162990,25,0026,Lake View High School,Mr. Paul J Karafiol,4015 N Ashland Ave,,Chicago,60613 2593,773534-5440,9-12,011,06,05,4,170993000941
Cook,Sch,150162990,25,0027,Lane Technical High School,Brian Craig Tennison,2501 W Addison St,,Chicago,60618 5902,773534-5400,7-12,011,06,05,4,170993000942
Cook,Sch,150162990,25,0029,Marshall Metropolitan High School,Mr. Jammie T Poole Jr,3250 W Adams St,,Chicago,60624 2901,773534-6455,9-12,010,05,07,4,170993000972
Cook,Sch,150162990,25,0030,Mather High School,Mr. Peter J Auffant,5835 N Lincoln Ave,,Chicago,60659 4610,773534-2350,9-12,013,07,05,4,170993000977
Cook,Sch,150162990,25,0031,Morgan Park High School,Dr. Femi S Skanes,1744 W Pryor Ave,,Chicago,60643 3497,773535-2550,7-12,027,14,01,4,170993001002
Cook,Sch,150162990,25,0034,Phillips Academy High School,Matthew G Sullivan,244 E Pershing Rd,,Chicago,60653 2222,773535-1603,9-12,005,03,01,4,170993001061
Cook,Sch,150162990,25,0035,Roosevelt High School,Mr. Daniel Kramer,3436 W Wilson Ave,,Chicago,60625 5318,773534-5000,9-12,040,20,04,4,170993001093
Cook,Sch,150162990,25,0036,Schurz High School,Mr. Anthony N Rodriguez,3601 N Milwaukee Ave,,Chicago,60641 3033,773534-3420,9-12,040,20,05,4,170993001111
Cook,Sch,150162990,25,0037,Senn High School,Mary Patricia Beck,5900 N Glenwood Ave,,Chicago,60660 3312,773534-2365,9-12,014,07,09,4,170993001114
Cook,Sch,150162990,25,0039,King College Prep High School,Donald R Pittman,4445 S Drexel Blvd,,Chicago,60653 3551,773535-1180,9-12,025,13,07,4,170993000931
Cook,Sch,150162990,25,0041,Steinmetz College Prep HS,Jaime G Jaramillo,3030 N Mobile Ave,,Chicago,60634 4041,773534-3030,9-12,003,02,04,4,170993001139
Cook,Sch,150162990,25,0042,Sullivan High School,Mr. Chad H Adams,6631 N Bosworth Ave,,Chicago,60626 4223,773534-2000,9-12,014,07,09,4,170993001149
Cook,Sch,150162990,25,0043,Taft High School,Mark Grishaber,6530 W Bryn Mawr Ave,,Chicago,60631 3185,773534-1000,7-12,020,10,05,4,170993001153
Cook,Sch,150162990,25,0044,Tilden Career Communty Academy HS,Dawn M Ramos,4747 S Union Ave,,Chicago,60609 4437,773535-1625,9-12,006,03,03,4,170993001161
Cook,Sch,150162990,25,0046,Von Steuben Metro Science HS,Jennifer Miyoko Sutton,5039 N Kimball Ave,,Chicago,60625 4905,773534-5100,9-12,015,08,05,4,170993001180
Cook,Sch,150162990,25,0047,Lincoln Park High School,Michael Joseph Boraz,2001 N Orchard St,,Chicago,60614 4404,773534-8130,9-12,010,05,05,4,170993001185
Cook,Sch,150162990,25,0048,Washington G High School,Kevin John Gallick,3535 E 114th St,,Chicago,60617 7021,773535-5725,9-12,025,13,02,4,170993001189
Cook,Sch,150162990,25,0049,Wells Community Academy HS,Michael S Stosek,936 N Ashland Ave,,Chicago,60622 5118,773534-7010,9-12,004,02,05,4,170993001192
Cook,Sch,150162990,25,0052,Crane Medical Prep HS,Fareeda Jahaan Shabazz,2245 W Jackson Blvd,,Chicago,60612 2910,773534-7600,9-12,009,05,07,4,170993006260
Cook,Sch,150162990,25,0053,Disney II Magnet HS,Kathleen E Speth,3900 N Lawndale Ave,,Chicago,60618 3108,773534-5010,7-12,040,20,04,4,170993006250
Cook,District Authorized Charter Sch,150162990,25,006C,Noble Street Charter Schools,Amy Hynes,1 N State St Fl 7TH,,Chicago,60602 3302,312348-1899,6-12,005,03,07,4,170993003479
Cook,District Authorized Charter Sch,150162990,25,010C,Urban Prep Chtr Acad Englewood HS,Mr. Joseph Mason,6201 S Stewart Ave,,Chicago,60621 3247,773535-9724,9-12,005,03,01,4,170993005884
Cook,District Authorized Charter Sch,150162990,25,012C,IHSCA Charter High School,Elias Alonzo,2520 S Western Ave,,Chicago,60608 4809,773890-8020,9-12,002,01,04,4,170993006103
Cook,District Authorized Charter Sch,150162990,25,013C,Urban Prep Chtr Acad Bronzeville HS,Mr. Joffrey Bywater,521 E 35th St,,Chicago,60616 3889,773624-3444,9-12,026,13,01,4,170993006132
Cook,District Authorized Charter Sch,150162990,25,015C,EPIC Academy High School,Tawanna Patton,8255 S Houston Ave,,Chicago,60617 2191,773535-7930,9-12,025,13,02,4,170993006088
Cook,District Authorized Charter Sch,150162990,25,019C,Legal Prep Academy Charter HS,Ms. Katie Jo Ramirez,4319 W Washington Blvd,,Chicago,60624 2232,773922-7800,9-12,010,05,07,4,170993006241
Cook,District Authorized Charter Sch,150162990,25,020C,IJLA Charter High School,Ms. Jennifer Ventimiglia,2570 S Blue Island,,Chicago,60608,773890-8060,9-12,002,01,04,4,170993006238
Cook,District Authorized Charter Sch,150162990,25,022C,Intrinsic Charter High School,Melissa Zaikos,4540 W Belmont Ave,,Chicago,60641 4541,708887-2735,7-12,039,20,04,4,170993006293
Cook,District Authorized Charter Sch,150162990,25,027C,CICS - Quest North Campus,Christine Christine,1443 N Ogden Ave,,Chicago,60610 1007,773565-2100,9-12,005,03,07,4,170993006472
Cook,District Authorized Charter Sch,150162990,25,028C,Noble St Chtr-Pritzker College Prep,Carrie Spitz,4131 W Cortland St,,Chicago,60639 4923,773394-2848,9-12,004,02,04,4,170993006452
Cook,District Authorized Charter Sch,150162990,25,029C,Noble St Chtr Rauner College Prep,Brendan Bedell,1337 W Ohio St,,Chicago,60642 6430,312226-5345,9-12,004,02,05,4,170993006499
Cook,District Authorized Charter Sch,150162990,25,030C,Noble St Chtr-Rowe-Clark MS Acad,Brenda Cora,3645 W Chicago Ave,,Chicago,60651 3934,773242-2212,9-12,010,05,07,4,170993006447
Cook,District Authorized Charter Sch,150162990,25,031C,Noble St Chtr-Golder College Prep,Mr. Vincent Gay,1454 W Superior St,,Chicago,60642 5255,312265-9925,9-12,004,02,05,4,170993006439
Cook,District Authorized Charter Sch,150162990,25,032C,Noble St Chtr-Comer College Prep,Mr. Trent Kelly,7131 S South Chicago Ave,,Chicago,60619,773729-3969,6-12,005,03,01,4,170993006523
Cook,District Authorized Charter Sch,150162990,25,033C,Noble St Chtr-UIC College Prep,Audrey Borling,1231 S Damen Ave,,Chicago,60608 1145,312768-4858,9-12,009,05,07,4,170993006515
Cook,District Authorized Charter Sch,150162990,25,034C,Noble St Chtr-Chicago Bulls Prep,Wendy Erskine,2040 W Adams St,,Chicago,60612 3052,773534-7599,9-12,010,05,07,4,170993006440
Cook,District Authorized Charter Sch,150162990,25,035C,Noble St Chtr-Muchin College Prep,Emily Mason,1 N State St,,Chicago,60602,312445-4680,9-12,005,03,07,4,170993006459
Cook,District Authorized Charter Sch,150162990,25,036C,Noble St Chtr-Johnson College Prep,Matthew Brown,6350 S Stewart Ave,,Chicago,60621 3138,312348-1888,9-12,006,03,01,4,170993006494
Cook,District Authorized Charter Sch,150162990,25,037C,Noble St Chtr-Hansberry College Prep - Silver,Kashawndra Wilson,8748 S Aberdeen St,,Chicago,60620 3438,773729-3400,9-12,027,14,01,4,170993006454
Cook,District Authorized Charter Sch,150162990,25,038C,Noble St Chtr-DRW Trading College Prep,Jennifer Reid,931 S Homan Ave,,Chicago,60624 4108,773893-4500,9-12,009,05,07,4,170993006480
Cook,District Authorized Charter Sch,150162990,25,039C,Noble St Chtr-Butler College Prep - Crimson,Christopher Goins,821 E 103rd St,,Chicago,60628 3003,773535-5490,9-12,034,17,02,4,170993006450
Cook,District Authorized Charter Sch,150162990,25,040C,Noble St Chtr-Baker Campus,Ms. Mary Arrigo,2710 E 89th St,,Chicago,60617,773535-6460,9-12,026,13,02,4,170993006491
